loan_id,vintage_year,net_monthly_income,essential_spending,existing_debt_payment,principal,annual_rate,term_months,utilisation,prior_arrears,default_12m
SYN-2023-0311,2023,2372.5,1424.69,203.77,10000,0.1108,36,0.3535,0,0
SYN-2023-0312,2023,3191.49,1479.21,606.13,10000,0.0945,24,0.8853,0,1
SYN-2023-0313,2023,5108.56,2900.5,508.88,6000,0.0925,60,0.1025,0,0
SYN-2023-0314,2023,3365.97,1480.5,768.77,15000,0.1073,24,0.0431,0,0
SYN-2023-0315,2023,4044.52,1828.3,846.5,20000,0.1145,60,0.5791,0,0
SYN-2023-0316,2023,1732.46,967.15,247.07,15000,0.13,36,0.4965,1,0
SYN-2023-0317,2023,4545.46,1783.34,1129.06,20000,0.0805,60,0.3025,0,0
SYN-2023-0318,2023,3180.28,1338.49,766.21,4000,0.1686,60,0.5655,0,0
SYN-2023-0319,2023,2373.35,1444.06,536.22,6000,0.1212,24,0.3124,0,0
SYN-2023-0320,2023,3416.27,2176.52,206.3,6000,0.0848,36,0.5352,0,0
SYN-2023-0321,2023,2165.77,1271.66,531.47,6000,0.1019,60,0.29,0,0
SYN-2023-0322,2023,4728.51,2741.94,668.26,6000,0.1387,60,0.3809,0,0
SYN-2023-0323,2023,4563.22,2909.85,765.24,20000,0.0888,48,0.3789,0,0
SYN-2023-0324,2023,5093.78,3250.01,715.43,4000,0.1172,60,0.3406,0,0
SYN-2023-0325,2023,2620.09,1029.22,619.65,10000,0.1421,60,0.707,0,0
SYN-2023-0326,2023,3652.22,2322.67,448.22,6000,0.1555,60,0.5956,0,0
SYN-2023-0327,2023,1924.49,701.59,181.27,15000,0.1527,48,0.4435,0,0
SYN-2023-0328,2023,3125.69,1596.55,669.2,10000,0.0876,36,0.6366,0,0
SYN-2023-0329,2023,2699.12,986.43,361.88,15000,0.1346,60,0.8396,0,0
SYN-2023-0330,2023,2784.59,1061.76,644.29,6000,0.1456,36,0.5002,0,0
SYN-2023-0331,2023,3486.12,2169.63,152.29,4000,0.0842,36,0.8918,0,0
SYN-2023-0332,2023,3335.31,2094.49,568.17,10000,0.0926,24,0.2544,0,0
SYN-2023-0333,2023,3831.14,2267.68,841.27,6000,0.1419,36,0.7028,1,0
SYN-2023-0334,2023,1607.6,834.82,98.88,4000,0.1562,48,0.5824,0,0
SYN-2023-0335,2023,2719.45,1327.94,448.61,6000,0.1246,24,0.489,0,0
SYN-2023-0336,2023,1962.3,855.32,341.31,6000,0.1379,60,0.5529,0,0
SYN-2023-0337,2023,2489.76,1228.36,102.18,6000,0.1062,60,0.8524,1,0
SYN-2023-0338,2023,1637.43,1043.1,383.82,20000,0.1769,24,0.4858,0,0
SYN-2023-0339,2023,3532.48,1410.79,243.56,10000,0.1359,48,0.4599,0,0
SYN-2023-0340,2023,4617.85,2542.98,318.75,15000,0.1272,48,0.6873,0,0
SYN-2023-0341,2023,4386.61,1717.43,1022.63,20000,0.0956,36,0.7022,0,0
SYN-2023-0342,2023,4372.19,2638.65,312.11,10000,0.163,60,0.6577,0,0
SYN-2023-0343,2023,3408.35,1912.73,679.25,20000,0.1225,60,0.4782,1,0
SYN-2023-0344,2023,3133.67,1489.7,566.29,6000,0.1208,24,0.8586,0,0
SYN-2023-0345,2023,2540.48,1144.94,530.07,20000,0.1034,48,0.6347,0,0
SYN-2023-0346,2023,1922.47,1208.35,395.11,4000,0.14,36,0.3377,0,0
SYN-2023-0347,2023,2652.38,1043.23,596.55,15000,0.1131,48,0.8254,0,0
SYN-2023-0348,2023,4991.76,3132.29,675.81,10000,0.0921,60,0.5284,0,0
SYN-2023-0349,2023,4233.78,2725.67,492.11,6000,0.0865,24,0.6463,1,0
SYN-2023-0350,2023,4647.34,2757.81,398.15,20000,0.0941,24,0.8071,0,0
SYN-2023-0351,2023,3757.78,1485.47,805.34,10000,0.1581,60,0.6686,0,0
SYN-2023-0352,2023,2411.5,1314.32,573.46,4000,0.0839,48,0.0825,1,0
SYN-2023-0353,2023,2209.27,1332.52,149.59,15000,0.0834,36,0.6833,0,0
SYN-2023-0354,2023,2581.52,1465.14,513.59,6000,0.1542,24,0.3893,0,0
SYN-2023-0355,2023,2988.19,1775.27,433.28,6000,0.1259,36,0.4543,0,0
SYN-2023-0356,2023,3212.51,1934.67,795.98,10000,0.0878,48,0.867,0,0
SYN-2023-0357,2023,2938.99,1682.15,487.15,20000,0.104,36,0.745,0,0
SYN-2023-0358,2023,4408.47,1820.6,768.06,10000,0.0979,24,0.2756,0,0
SYN-2023-0359,2023,4603.11,2424.74,929.46,4000,0.1297,36,0.3061,0,0
SYN-2023-0360,2023,2085.33,1299.56,432.29,10000,0.0848,60,0.6455,0,0
SYN-2023-0361,2023,4556.04,1895.98,1106.31,20000,0.0881,48,0.7937,1,0
SYN-2023-0362,2023,3949.81,1653.31,899.17,10000,0.0921,48,0.2995,0,0
SYN-2023-0363,2023,4393.31,2758.41,613.46,15000,0.1783,24,0.8298,0,0
SYN-2023-0364,2023,3384.34,1584.55,817.8,6000,0.1421,48,0.8771,0,1
SYN-2023-0365,2023,2336.11,1033.06,467.79,15000,0.0923,36,0.1538,0,0
SYN-2023-0366,2023,2134.04,1370.36,520.84,6000,0.1622,60,0.7509,0,1
SYN-2023-0367,2023,4365.89,2622.61,462.85,4000,0.1485,36,0.3767,0,0
SYN-2023-0368,2023,3082.23,1323.01,732.83,4000,0.1234,36,0.4336,0,0
SYN-2023-0369,2023,1941.21,933.69,276.93,10000,0.1751,36,0.6319,0,0
SYN-2023-0370,2023,1671.62,971.73,75.51,20000,0.1771,24,0.0561,0,0
SYN-2023-0371,2023,2801.87,1646.54,459.91,10000,0.1532,60,0.2709,0,0
SYN-2023-0372,2023,4691.19,1732.59,820.88,6000,0.1537,36,0.4834,0,0
SYN-2023-0373,2023,4092.08,2122.21,897.49,20000,0.1424,24,0.857,0,0
SYN-2023-0374,2023,3662.33,1585.9,872.82,6000,0.1056,48,0.1011,0,0
SYN-2023-0375,2023,4295.24,1890.97,281.18,4000,0.1249,48,0.7604,0,0
SYN-2023-0376,2023,3928.33,1902.89,941.12,15000,0.1684,24,0.4927,0,0
SYN-2023-0377,2023,4101.25,1608.66,626.7,10000,0.1596,24,0.5176,0,0
SYN-2023-0378,2023,3525.82,1321.28,722.11,10000,0.1559,48,0.804,0,0
SYN-2023-0379,2023,3000.58,1401.49,669.36,6000,0.1307,60,0.7697,1,0
SYN-2023-0380,2023,5088.82,3129.86,447.73,4000,0.1766,48,0.4324,0,0
SYN-2023-0381,2023,4155.0,1648.08,370.81,20000,0.112,24,0.7199,0,0
SYN-2023-0382,2023,3435.0,1202.74,434.54,4000,0.1091,48,0.2796,0,0
SYN-2023-0383,2023,2185.3,1016.01,208.17,20000,0.1455,24,0.6878,1,0
SYN-2023-0384,2023,2261.6,815.05,356.09,4000,0.1739,36,0.856,0,1
SYN-2023-0385,2023,4822.64,2414.92,408.76,10000,0.1024,24,0.2267,0,0
SYN-2023-0386,2023,4538.16,2538.59,902.86,4000,0.1424,24,0.5257,0,0
SYN-2023-0387,2023,1668.19,746.29,120.33,20000,0.1479,60,0.9118,0,0
SYN-2023-0388,2023,4443.18,2178.15,536.58,4000,0.0912,60,0.3543,0,0
SYN-2023-0389,2023,1985.1,742.17,202.82,6000,0.1605,24,0.1623,0,0
SYN-2023-0390,2023,2667.67,1467.57,440.94,4000,0.1136,48,0.5716,0,0
SYN-2023-0391,2023,4987.91,3054.77,999.88,4000,0.1722,48,0.1621,0,0
SYN-2023-0392,2023,4228.5,2556.08,729.29,6000,0.1692,36,0.5766,0,0
SYN-2023-0393,2023,2717.07,1163.14,336.81,6000,0.1294,24,0.2565,0,0
SYN-2023-0394,2023,1711.9,701.15,305.29,20000,0.1517,24,0.619,1,1
SYN-2023-0395,2023,2076.34,772.55,106.43,6000,0.1241,48,0.0505,0,0
SYN-2023-0396,2023,3489.56,1826.64,770.17,15000,0.1497,24,0.5173,0,0
SYN-2023-0397,2023,4018.33,1874.03,491.0,10000,0.1238,24,0.5048,0,0
SYN-2023-0398,2023,2915.8,1800.03,257.49,20000,0.1303,36,0.832,0,0
SYN-2023-0399,2023,2315.06,1109.12,432.91,20000,0.1302,24,0.1741,0,0
SYN-2023-0400,2023,4529.24,2382.4,842.17,10000,0.1676,60,0.7239,1,0
SYN-2023-0401,2023,3034.75,1193.02,236.92,15000,0.1431,48,0.4253,0,0
SYN-2023-0402,2023,2347.87,1224.64,348.73,20000,0.151,48,0.7762,0,0
SYN-2023-0403,2023,3299.31,1330.28,283.01,10000,0.1652,36,0.597,0,0
SYN-2023-0404,2023,2764.52,1629.68,683.26,4000,0.0932,48,0.5177,0,0
SYN-2023-0405,2023,3171.21,1276.95,400.72,4000,0.1179,48,0.625,0,1
SYN-2023-0406,2023,3313.39,1895.33,506.35,10000,0.1497,48,0.3914,1,0
SYN-2023-0407,2023,1989.12,923.68,437.58,6000,0.1311,48,0.6255,0,0
SYN-2023-0408,2023,2618.63,1157.89,283.51,20000,0.1397,60,0.8402,0,0
SYN-2023-0409,2023,2499.37,880.48,537.27,15000,0.1462,48,0.4134,0,0
SYN-2023-0410,2023,4422.92,2341.35,638.1,6000,0.0956,48,0.7021,0,0
SYN-2023-0411,2023,4980.07,2814.72,1158.47,10000,0.0879,36,0.4757,0,0
SYN-2023-0412,2023,4134.86,1847.44,347.37,10000,0.1295,24,0.3671,0,0
SYN-2023-0413,2023,3629.17,1816.12,628.99,6000,0.0842,24,0.7277,1,1
SYN-2023-0414,2023,1857.45,959.28,207.12,10000,0.16,60,0.6044,1,0
SYN-2023-0415,2023,1895.61,1146.8,311.78,15000,0.1768,48,0.7329,0,0
SYN-2023-0416,2023,4064.72,2274.07,656.57,10000,0.1471,60,0.3232,0,0
SYN-2023-0417,2023,2872.04,1476.79,394.77,15000,0.1392,24,0.6294,0,0
SYN-2023-0418,2023,4531.64,1957.26,1107.62,10000,0.1455,36,0.4952,0,0
SYN-2023-0419,2023,3195.56,1254.96,585.78,15000,0.1552,48,0.4757,0,0
SYN-2023-0420,2023,4520.7,2764.05,997.6,6000,0.1514,48,0.4668,1,1
SYN-2023-0421,2023,2793.38,1369.82,165.96,6000,0.1166,24,0.6938,0,0
SYN-2023-0422,2023,2364.62,1244.01,457.35,10000,0.0925,60,0.7433,0,0
SYN-2023-0423,2023,5066.13,3210.72,815.4,15000,0.1038,36,0.2452,0,0
SYN-2023-0424,2023,5019.02,3261.31,1097.5,10000,0.0806,36,0.5295,0,0
SYN-2023-0425,2023,4125.05,2536.64,654.74,20000,0.1283,48,0.6827,0,0
SYN-2023-0426,2023,3920.01,1861.08,974.74,4000,0.1054,36,0.358,0,0
SYN-2023-0427,2023,4498.1,2609.73,609.32,10000,0.1169,48,0.5287,1,0
SYN-2023-0428,2023,2205.1,1091.19,302.48,6000,0.1679,48,0.5314,0,0
SYN-2023-0429,2023,2222.53,1247.84,433.15,20000,0.1545,60,0.2465,0,0
SYN-2023-0430,2023,4234.02,2361.95,268.29,10000,0.1785,24,0.5946,0,0
SYN-2023-0431,2023,2957.14,1155.0,380.59,15000,0.1643,24,0.3633,0,0
SYN-2023-0432,2023,2771.31,1662.94,596.92,6000,0.1288,48,0.5143,0,0
SYN-2023-0433,2023,1670.76,708.46,287.13,10000,0.1541,36,0.7719,0,0
SYN-2023-0434,2023,2400.2,1078.41,106.83,20000,0.1738,60,0.6965,0,0
SYN-2023-0435,2023,4180.79,1478.29,768.11,10000,0.1344,48,0.377,0,0
SYN-2023-0436,2023,4875.89,2350.83,1066.88,10000,0.0825,48,0.3061,1,0
SYN-2023-0437,2023,2486.48,970.08,510.6,15000,0.127,36,0.6938,1,0
SYN-2023-0438,2023,2483.33,1049.08,407.92,4000,0.1372,24,0.9435,0,0
SYN-2023-0439,2023,3418.55,2215.69,443.24,20000,0.1183,24,0.5037,0,0
SYN-2023-0440,2023,2757.82,1155.23,414.5,20000,0.1419,48,0.2887,0,0
SYN-2023-0441,2023,3733.35,2390.47,890.67,10000,0.1259,48,0.4676,0,0
SYN-2023-0442,2023,1942.65,1086.21,234.1,20000,0.1711,48,0.3101,0,0
SYN-2023-0443,2023,3480.81,1477.61,237.88,4000,0.0958,36,0.4224,0,0
SYN-2023-0444,2023,3752.99,1790.01,697.69,10000,0.1522,36,0.3627,0,0
SYN-2023-0445,2023,3464.52,1576.16,664.42,15000,0.1339,48,0.47,0,0
SYN-2023-0446,2023,2822.19,1538.04,336.44,20000,0.0981,48,0.5788,0,0
SYN-2023-0447,2023,1678.96,899.38,107.85,4000,0.1067,24,0.6056,0,0
SYN-2023-0448,2023,4932.28,2183.78,381.62,4000,0.1671,36,0.2485,0,0
SYN-2023-0449,2023,3785.36,1348.5,679.15,20000,0.0922,24,0.1283,0,0
SYN-2023-0450,2023,2469.46,1096.99,611.65,4000,0.1768,48,0.9673,0,0
SYN-2023-0451,2023,2654.43,999.43,661.65,6000,0.145,48,0.2451,0,0
SYN-2023-0452,2023,2692.2,1040.47,232.37,20000,0.1742,60,0.6739,0,0
SYN-2023-0453,2023,2448.57,1034.4,402.22,10000,0.1333,36,0.3992,0,0
SYN-2023-0454,2023,2268.91,1167.48,329.35,10000,0.156,60,0.576,0,0
SYN-2023-0455,2023,2658.23,1089.28,663.95,20000,0.1599,36,0.7716,0,0
SYN-2023-0456,2023,3934.92,2026.01,908.31,6000,0.1516,60,0.5465,0,0
SYN-2023-0457,2023,3115.95,1346.31,307.23,15000,0.1643,24,0.4881,0,0
SYN-2023-0458,2023,2354.89,1056.91,564.52,20000,0.1467,36,0.2503,0,0
SYN-2023-0459,2023,5034.9,2474.39,567.55,10000,0.1072,60,0.6983,0,1
SYN-2023-0460,2023,2879.65,1352.25,266.96,15000,0.1096,24,0.2482,0,0
SYN-2023-0461,2023,3570.86,1988.03,786.27,4000,0.1022,48,0.6405,0,0
SYN-2023-0462,2023,1612.24,666.5,207.47,4000,0.1493,60,0.1896,0,0
SYN-2023-0463,2023,1933.51,708.04,286.27,6000,0.1508,36,0.5027,0,0
SYN-2023-0464,2023,4191.76,2430.58,442.19,20000,0.1403,36,0.5887,0,0
SYN-2023-0465,2023,3182.16,1229.15,499.4,6000,0.1188,60,0.2209,0,0
SYN-2023-0466,2023,4304.62,2374.32,333.43,4000,0.1275,60,0.4191,0,0
SYN-2023-0467,2023,2233.41,1061.51,370.51,10000,0.0986,36,0.5171,0,0
SYN-2023-0468,2023,4037.16,2386.66,983.3,20000,0.1165,60,0.494,0,0
SYN-2023-0469,2023,1608.95,866.64,242.81,4000,0.143,60,0.7335,0,0
SYN-2023-0470,2023,4239.57,2396.34,729.22,6000,0.173,48,0.8745,0,0
SYN-2023-0471,2023,4364.09,2257.33,496.32,6000,0.1243,60,0.5871,0,0
SYN-2023-0472,2023,1614.1,1011.84,189.96,6000,0.1383,36,0.3685,0,0
SYN-2023-0473,2023,2724.31,1145.99,454.96,15000,0.1111,36,0.2837,0,0
SYN-2023-0474,2023,2147.51,987.09,379.75,6000,0.0904,36,0.2896,0,0
SYN-2023-0475,2023,3278.26,1572.25,704.11,15000,0.1742,60,0.0914,0,0
SYN-2023-0476,2023,3028.82,1067.46,337.15,15000,0.0845,60,0.5442,0,0
SYN-2023-0477,2023,2400.5,1505.16,136.69,20000,0.1726,36,0.6189,0,0
SYN-2023-0478,2023,2517.56,1206.59,569.25,10000,0.0848,36,0.4207,0,0
SYN-2023-0479,2023,4023.63,1518.62,858.47,6000,0.1791,24,0.8253,0,0
SYN-2023-0480,2023,3964.79,1614.73,866.4,4000,0.1611,36,0.6891,0,0
SYN-2023-0481,2023,2715.12,1704.62,336.92,15000,0.0902,36,0.3341,0,0
SYN-2023-0482,2023,3247.49,1439.99,490.59,20000,0.1497,60,0.5951,0,0
SYN-2023-0483,2023,3471.32,1763.64,223.5,10000,0.1519,48,0.4791,0,0
SYN-2023-0484,2023,2149.19,1072.34,96.97,4000,0.1596,60,0.3427,0,0
SYN-2023-0485,2023,2308.62,882.35,359.88,20000,0.093,48,0.8583,0,0
SYN-2023-0486,2023,4147.81,2197.58,983.61,20000,0.0816,36,0.7597,0,0
SYN-2023-0487,2023,3095.97,1705.78,372.98,4000,0.1026,36,0.4767,1,0
SYN-2023-0488,2023,3000.16,1861.59,414.57,4000,0.0862,24,0.1827,0,0
SYN-2023-0489,2023,3882.9,1709.28,167.12,15000,0.1408,60,0.4004,1,0
SYN-2023-0490,2023,4472.71,1636.91,506.26,10000,0.0986,36,0.0532,0,0
SYN-2023-0491,2023,4078.83,1750.76,211.45,10000,0.1568,24,0.3205,0,0
SYN-2023-0492,2023,3377.72,2146.72,790.88,4000,0.0937,24,0.3609,0,0
SYN-2023-0493,2023,1635.51,689.41,335.64,10000,0.177,36,0.1958,0,0
SYN-2023-0494,2023,3389.57,1809.75,586.55,6000,0.0823,60,0.4048,0,0
SYN-2023-0495,2023,3998.75,1427.79,551.18,20000,0.0947,60,0.4258,0,0
SYN-2023-0496,2023,1788.32,1137.36,359.18,6000,0.0927,36,0.3436,0,0
SYN-2023-0497,2023,2220.35,1131.66,375.0,6000,0.1487,48,0.7894,0,0
SYN-2023-0498,2023,4486.6,2633.01,380.69,4000,0.1322,24,0.3613,0,0
SYN-2023-0499,2023,2946.76,1306.36,379.33,20000,0.1634,24,0.3571,0,0
SYN-2023-0500,2023,2322.32,1504.78,311.38,15000,0.1006,48,0.1049,0,0
SYN-2023-0501,2023,3185.39,1279.6,358.64,15000,0.0816,60,0.5971,0,0
SYN-2023-0502,2023,2931.29,1104.51,362.25,6000,0.1493,48,0.6506,0,0
SYN-2023-0503,2023,4680.42,1891.97,861.86,15000,0.1456,36,0.8114,0,0
SYN-2023-0504,2023,5109.72,1986.13,285.86,4000,0.0942,24,0.1202,0,0
SYN-2023-0505,2023,4648.02,2185.09,757.64,10000,0.1637,24,0.4279,0,0
SYN-2023-0506,2023,4195.55,1900.24,892.36,15000,0.0844,60,0.3046,0,0
SYN-2023-0507,2023,3422.4,1656.96,154.18,4000,0.0911,24,0.4108,1,0
SYN-2023-0508,2023,4016.12,2472.33,813.32,4000,0.1053,24,0.5874,0,0
SYN-2023-0509,2023,5079.8,2573.6,848.2,15000,0.1403,24,0.6792,0,0
SYN-2023-0510,2023,2278.51,1077.27,331.8,10000,0.0956,24,0.8425,0,0
SYN-2023-0511,2023,4715.47,2239.44,339.3,10000,0.173,48,0.8786,0,0
SYN-2023-0512,2023,2082.5,1132.81,492.03,4000,0.1002,48,0.1276,1,0
SYN-2023-0513,2023,4087.71,2131.82,549.15,15000,0.1757,36,0.5424,1,0
SYN-2023-0514,2023,3842.3,2217.01,854.95,10000,0.1257,60,0.1471,0,0
SYN-2023-0515,2023,2554.21,1306.26,221.5,15000,0.1145,60,0.3864,0,0
SYN-2023-0516,2023,4889.75,2348.32,830.4,10000,0.1374,24,0.4165,0,0
SYN-2023-0517,2023,3756.5,2359.43,585.81,15000,0.1677,24,0.2767,1,0
SYN-2023-0518,2023,4593.64,1757.96,1142.08,10000,0.1577,48,0.7214,0,0
SYN-2023-0519,2023,1637.51,688.56,68.58,4000,0.1094,36,0.8412,1,1
SYN-2023-0520,2023,2245.13,993.61,272.59,4000,0.1013,24,0.6406,0,0
SYN-2023-0521,2023,3720.71,2137.17,228.2,20000,0.1395,60,0.2706,1,0
SYN-2023-0522,2023,1768.73,1056.79,331.05,20000,0.1006,48,0.1929,0,0
SYN-2023-0523,2023,4062.1,1868.31,455.91,20000,0.1131,60,0.7946,0,0
SYN-2023-0524,2023,2772.67,1193.0,464.92,15000,0.1761,36,0.6535,0,0
SYN-2023-0525,2023,2940.53,1294.49,713.33,6000,0.1744,48,0.2696,1,0
SYN-2023-0526,2023,3616.95,1818.68,725.02,6000,0.1695,60,0.2735,0,0
SYN-2023-0527,2023,3660.57,1894.8,519.93,10000,0.086,48,0.6615,0,0
SYN-2023-0528,2023,4378.9,2671.13,885.84,4000,0.1189,36,0.786,0,0
SYN-2023-0529,2023,3014.96,1329.31,253.09,15000,0.1519,24,0.3771,1,0
SYN-2023-0530,2023,2868.52,1656.94,374.41,4000,0.0869,48,0.3414,0,0
SYN-2023-0531,2023,4890.9,2199.39,552.12,15000,0.1707,48,0.4793,0,0
SYN-2023-0532,2023,1861.84,683.43,364.74,4000,0.0898,36,0.6816,0,0
SYN-2023-0533,2023,4627.34,2817.11,823.74,4000,0.0882,48,0.2942,0,0
SYN-2023-0534,2023,4832.04,2140.96,354.43,15000,0.0953,60,0.5107,0,0
SYN-2023-0535,2023,3819.81,2478.15,574.04,4000,0.0856,24,0.6082,1,0
SYN-2023-0536,2023,3754.65,2428.86,249.49,15000,0.1729,48,0.3541,0,0
SYN-2023-0537,2023,2042.9,1262.09,105.65,4000,0.0938,36,0.3263,1,0
SYN-2023-0538,2023,4710.92,2839.45,1048.27,10000,0.1281,48,0.3745,0,0
SYN-2023-0539,2023,4975.06,2879.34,838.88,15000,0.1176,24,0.1574,0,0
SYN-2023-0540,2023,3876.16,1786.49,741.27,15000,0.1611,24,0.6202,0,0
SYN-2023-0541,2023,4172.61,2539.0,179.47,6000,0.1135,60,0.345,0,0
SYN-2023-0542,2023,4868.53,3146.81,1150.94,15000,0.1073,48,0.6283,0,0
SYN-2023-0543,2023,1662.92,826.14,121.86,4000,0.1797,36,0.3768,0,0
SYN-2023-0544,2023,4334.56,1531.6,952.47,10000,0.1226,24,0.492,0,0
SYN-2023-0545,2023,4474.93,1887.0,908.62,10000,0.1774,36,0.289,0,0
SYN-2023-0546,2023,2756.49,966.75,127.28,4000,0.1424,48,0.6857,0,0
SYN-2023-0547,2023,4049.55,1631.29,434.99,15000,0.1199,60,0.5362,0,0
SYN-2023-0548,2023,1747.24,798.92,197.1,15000,0.1105,24,0.3156,1,0
SYN-2023-0549,2023,3960.73,1567.16,832.29,10000,0.12,60,0.4315,0,0
SYN-2023-0550,2023,2348.37,1328.85,324.22,10000,0.1195,24,0.8511,1,1
SYN-2023-0551,2023,4841.65,2084.27,282.65,6000,0.1098,60,0.3882,1,0
SYN-2023-0552,2023,2191.66,1005.34,107.94,4000,0.1648,60,0.2838,1,1
SYN-2023-0553,2023,2471.96,1087.61,443.7,6000,0.1643,60,0.5933,0,0
SYN-2023-0554,2023,2757.03,1343.74,370.47,20000,0.1065,24,0.8638,0,0
SYN-2023-0555,2023,1674.69,1053.41,177.48,10000,0.1217,48,0.2593,0,0
SYN-2023-0556,2023,2180.41,1257.54,358.92,15000,0.1343,48,0.5249,0,1
SYN-2023-0557,2023,3028.67,1628.25,360.99,6000,0.149,60,0.8038,0,0
SYN-2023-0558,2023,4503.81,2637.06,624.21,10000,0.0857,48,0.7644,0,0
SYN-2023-0559,2023,2687.55,1661.22,262.39,15000,0.1613,36,0.7217,1,1
SYN-2023-0560,2023,3925.96,1899.44,712.75,6000,0.1063,60,0.5371,0,0
SYN-2023-0561,2023,3907.0,2444.23,203.46,20000,0.1269,24,0.6052,0,0
SYN-2023-0562,2023,2266.98,823.44,439.13,10000,0.1738,36,0.2062,1,0
SYN-2023-0563,2023,4960.57,3182.56,892.81,4000,0.1789,24,0.8151,0,0
SYN-2023-0564,2023,2294.71,905.69,149.3,6000,0.1191,36,0.3478,0,0
SYN-2023-0565,2023,2577.5,944.72,448.69,6000,0.0908,48,0.5198,1,0
SYN-2023-0566,2023,3001.73,1603.35,508.0,4000,0.1449,36,0.5513,0,0
SYN-2023-0567,2023,4771.02,2848.89,849.96,6000,0.1321,60,0.578,1,0
SYN-2023-0568,2023,3631.41,1718.66,209.72,20000,0.1371,48,0.5612,0,0
SYN-2023-0569,2023,4207.89,1667.36,510.02,4000,0.1752,60,0.2459,0,0
SYN-2023-0570,2023,3522.53,1429.92,424.82,15000,0.1416,48,0.5029,0,0
SYN-2023-0571,2023,1997.23,939.79,178.39,20000,0.1306,24,0.6044,0,0
SYN-2023-0572,2023,4355.56,2138.64,628.91,10000,0.1486,48,0.8516,0,0
SYN-2023-0573,2023,1845.39,779.36,260.08,10000,0.1148,48,0.5913,0,0
SYN-2023-0574,2023,1914.85,950.47,267.12,6000,0.1622,36,0.619,0,0
SYN-2023-0575,2023,2464.67,1499.33,263.25,4000,0.1288,24,0.219,0,0
SYN-2023-0576,2023,2230.73,1018.95,541.37,4000,0.1647,60,0.519,0,0
SYN-2023-0577,2023,2596.48,1429.01,261.86,15000,0.1568,36,0.8588,0,0
SYN-2023-0578,2023,1997.51,712.94,407.69,20000,0.115,36,0.685,0,0
SYN-2023-0579,2023,3236.74,1567.16,785.13,6000,0.1237,24,0.0292,0,0
SYN-2023-0580,2023,4167.72,2517.69,766.7,6000,0.1464,60,0.4734,0,0
SYN-2023-0581,2023,3674.99,1674.6,563.52,20000,0.1286,48,0.5895,0,0
SYN-2023-0582,2023,4496.37,2095.82,402.84,20000,0.0931,48,0.6215,0,0
SYN-2023-0583,2023,3027.58,1682.26,526.79,20000,0.0858,36,0.5178,0,0
SYN-2023-0584,2023,2094.0,794.37,367.45,10000,0.1437,24,0.3697,0,0
SYN-2023-0585,2023,3968.6,2091.9,294.28,10000,0.1659,36,0.0982,0,0
SYN-2023-0586,2023,2520.38,1177.36,232.8,15000,0.1274,60,0.4943,1,0
SYN-2023-0587,2023,2388.48,931.07,164.93,6000,0.0969,60,0.6252,0,0
SYN-2023-0588,2023,2577.23,1057.24,160.87,15000,0.0887,48,0.147,0,0
SYN-2023-0589,2023,3348.55,1324.55,641.07,15000,0.1082,48,0.9513,0,0
SYN-2023-0590,2023,3553.6,1682.06,413.47,20000,0.1333,36,0.5102,0,0
SYN-2023-0591,2023,4378.7,2633.08,623.57,20000,0.1174,48,0.4166,0,0
SYN-2023-0592,2023,2055.67,1162.02,352.15,10000,0.1308,24,0.5233,1,0
SYN-2023-0593,2023,4127.44,2472.5,894.46,20000,0.1634,36,0.3276,0,0
SYN-2023-0594,2023,4780.57,2736.12,302.16,10000,0.0946,36,0.5528,0,0
SYN-2023-0595,2023,2817.3,1200.36,426.89,10000,0.0803,60,0.3163,0,1
SYN-2023-0596,2023,5194.59,2807.08,1056.74,10000,0.1301,36,0.585,0,0
SYN-2023-0597,2023,4457.28,2468.28,543.81,20000,0.1751,60,0.0336,1,1
SYN-2023-0598,2023,5034.67,2529.25,1218.52,10000,0.1481,48,0.6269,0,0
SYN-2023-0599,2023,3138.53,1728.28,299.29,6000,0.1698,60,0.4374,1,0
SYN-2024-0000,2024,2507.31,1608.77,261.93,10000,0.1763,24,0.4306,0,0
SYN-2024-0001,2024,2239.34,1362.75,426.87,4000,0.1283,60,0.3266,0,0
SYN-2024-0002,2024,3551.76,2259.05,541.54,4000,0.1736,24,0.2283,0,0
SYN-2024-0003,2024,4679.65,2018.92,1014.78,15000,0.0875,24,0.4622,0,0
SYN-2024-0004,2024,2299.68,961.8,278.95,20000,0.125,48,0.2843,0,0
SYN-2024-0005,2024,2615.33,1057.94,115.1,20000,0.0804,36,0.5694,0,0
SYN-2024-0006,2024,4823.9,2981.02,309.71,15000,0.1381,60,0.472,0,0
SYN-2024-0007,2024,3309.31,2010.63,310.75,4000,0.1312,48,0.3438,1,0
SYN-2024-0008,2024,2159.33,827.2,362.89,4000,0.1491,48,0.249,0,0
SYN-2024-0009,2024,3336.83,1879.52,220.96,15000,0.1505,60,0.257,0,0
SYN-2024-0010,2024,3114.02,1213.9,464.67,15000,0.1046,48,0.3945,0,0
SYN-2024-0011,2024,3229.28,1777.21,192.93,6000,0.0903,60,0.7122,0,0
SYN-2024-0012,2024,4011.57,1524.98,855.78,10000,0.1455,60,0.4271,1,1
SYN-2024-0013,2024,4198.0,1878.81,485.13,10000,0.1459,60,0.4035,0,0
SYN-2024-0014,2024,2478.64,1598.93,323.13,6000,0.1455,24,0.0584,0,0
